S.No.,College,Department,Pass out year,Certification,Certification from,Score
1,ACET,EEE,2024,Arduino Fundamentals,Arduino Education Team,87
2,AEC,AG.E,2024,Arduino Fundamentals,Arduino Education Team,96
3,AEC,Ag.E,2024,Arduino Fundamentals,Arduino Education Team,91
4,ACOE,EEE,2024,Arduino Fundamentals,Arduino Education Team,94
5,ACET,MECH,2024,Arduino Fundamentals,Arduino Education Team,87
6,ACET,MECH,2024,Arduino Fundamentals,Arduino Education Team,91
7,ACET,MECH,2024,Arduino Fundamentals,Arduino Education Team,96
8,ACOE,ECE,2024,Arduino Fundamentals,Arduino Education Team,89
9,ACET,MECH,2024,Arduino Fundamentals,Arduino Education Team,96
10,ACOE,EEE,2024,Arduino Fundamentals,Arduino Education Team,92
11,ACOE,EEE,2024,Arduino Fundamentals,Arduino Education Team,91
12,ACOE,EEE,2024,Arduino Fundamentals,Arduino Education Team,89
13,AEC,IT,2024,Arduino Fundamentals,Arduino Education Team,96
14,AEC,ECE,2024,Arduino Fundamentals,Arduino Education Team,81
15,AEC,ECE,2024,Arduino Fundamentals,Arduino Education Team,78
16,AEC,ECE,2024,Arduino Fundamentals,Arduino Education Team,87
17,AEC,ECE,2024,Arduino Fundamentals,Arduino Education Team,96
18,ACET,CSE,2024,Arduino Fundamentals,Arduino Education Team,84
19,AEC,ECE,2024,Arduino Fundamentals,Arduino Education Team,98
20,AEC,ECE,2024,Arduino Fundamentals,Arduino Education Team,92
21,ACOE,EEE,2024,Arduino Fundamentals,Arduino Education Team,85
22,ACOE,EEE,2024,Arduino Fundamentals,Arduino Education Team,87
23,AEC,EEE,2024,Arduino Fundamentals,Arduino Education Team,81
24,AEC,IT,2024,Arduino Fundamentals,Arduino Education Team,87
25,AEC,IT,2024,Arduino Fundamentals,Arduino Education Team,87
26,AEC,IT,2024,Arduino Fundamentals,Arduino Education Team,87
27,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,832
28,ACET,ECE,2023,AWS Certified Cloud Practitioner,Amazon,798
29,AEC,ECE,2023,AWS Certified Cloud Practitioner,Amazon,834
30,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,890
31,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,704
32,ACET,MECH,2024,AWS Certified Cloud Practitioner,Amazon,754
33,ACET,IT,2024,AWS Certified Cloud Practitioner,Amazon,739
34,ACET,IT,2024,AWS Certified Cloud Practitioner,Amazon,764
35,ACET,IT,2024,AWS Certified Cloud Practitioner,Amazon,718
36,AEC,EEE,2024,AWS Certified Cloud Practitioner,Amazon,746
37,AEC,EEE,2024,AWS Certified Cloud Practitioner,Amazon,754
38,AEC,CSE,2024,AWS Certified Cloud Practitioner,Amazon,780
39,ACOE,IoT,2024,AWS Certified Cloud Practitioner,Amazon,780
40,ACET,IT,2024,AWS Certified Cloud Practitioner,Amazon,746
41,AEC,EEE,2024,AWS Certified Cloud Practitioner,Amazon,704
42,ACOE,CSE,2024,AWS Certified Cloud Practitioner,Amazon,765
43,ACET,CSE,2024,AWS Certified Cloud Practitioner,Amazon,739
44,ACOE,ECE,2024,AWS Certified Cloud Practitioner,Amazon,890
45,ACET,ECE,2024,AWS Certified Cloud Practitioner,Amazon,790
46,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,789
47,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,822
48,ACET,ECE,2024,AWS Certified Cloud Practitioner,Amazon,850
49,ACOE,ECE,2024,AWS Certified Cloud Practitioner,Amazon,810
50,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,739
51,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,762
52,AEC,ECE,2024,AWS Certified Cloud Practitioner,Amazon,762
53,ACOE,EEE,2024,AWS Certified Cloud Practitioner,Amazon,762
54,ACOE,EEE,2024,AWS Certified Cloud Practitioner,Amazon,771
55,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,229
56,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,286
57,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,257
58,ACET,CSE,2025,RedHat Certified System Administrator,RedHat,257
59,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,257
60,AEC,AIML,2025,RedHat Certified System Administrator,RedHat,243
61,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,300
62,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,229
63,ACET,CSE,2025,RedHat Certified System Administrator,RedHat,257
64,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,214
65,ACOE,CSE,2025,RedHat Certified System Administrator,RedHat,229
66,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,257
67,ACOE,CSE,2025,RedHat Certified System Administrator,RedHat,271
68,ACOE,CSE,2025,RedHat Certified System Administrator,RedHat,257
69,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,243
70,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,224
71,ACET,IT,2025,RedHat Certified System Administrator,RedHat,271
72,AEC,AIML,2025,RedHat Certified System Administrator,RedHat,214
73,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,214
74,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,286
75,AEC,AIML,2025,RedHat Certified System Administrator,RedHat,243
76,AEC,AIML,2025,RedHat Certified System Administrator,RedHat,229
77,AEC,AIML,2025,RedHat Certified System Administrator,RedHat,229
78,AEC,AIML,2025,RedHat Certified System Administrator,RedHat,257
79,AEC,AIML,2025,RedHat Certified System Administrator,RedHat,300
80,AEC,AIML,2025,RedHat Certified System Administrator,RedHat,243
81,AEC,AIML,2025,RedHat Certified System Administrator,RedHat,243
82,ACET,IT,2025,RedHat Certified System Administrator,RedHat,229
83,AEC,AIML,2025,RedHat Certified System Administrator,RedHat,229
84,AEC,AIML,2025,RedHat Certified System Administrator,RedHat,271
85,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,243
86,AEC,AIML,2025,RedHat Certified System Administrator,RedHat,286
87,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,257
88,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,214
89,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,257
90,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,243
91,ACOE,CSE,2025,RedHat Certified System Administrator,RedHat,243
92,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,229
93,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,286
94,ACOE,CSE,2025,RedHat Certified System Administrator,RedHat,243
95,ACET,IT,2025,RedHat Certified System Administrator,RedHat,214
96,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,229
97,ACOE,IoT,2025,RedHat Certified System Administrator,RedHat,271
98,AEC,CSE,2025,RedHat Certified System Administrator,RedHat,229
99,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,936
100,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,857
101,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,800
102,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,816
103,ACOE,AIML,2024,Microsoft Azure Ai Fundamentals,Microsoft,820
104,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,800
105,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,850
106,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,916
107,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,866
108,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,850
109,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,866
110,ACOE,AIML,2024,Microsoft Azure Ai Fundamentals,Microsoft,766
111,ACET,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,816
112,AEC,MECH,2024,Microsoft Azure Ai Fundamentals,Microsoft,843
113,ACET,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,849
114,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,916
115,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,833
116,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,933
117,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,900
118,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,889
119,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,905
120,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,810
121,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,936
122,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,905
123,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,857
124,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,857
125,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,873
126,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,810
127,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,905
128,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,905
129,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,794
130,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,857
131,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,921
132,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,921
133,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,826
134,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,905
135,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,857
136,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,826
137,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,810
138,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,921
139,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,936
140,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,889
141,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,842
142,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,873
143,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,857
144,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,826
145,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,905
146,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,889
147,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,778
148,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,715
149,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,873
150,ACOE,AI&ML,2025,Microsoft Azure AI Fundamentals,Microsoft,873
151,ACET,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,810
152,ACET,MECH,2024,Microsoft Azure Ai Fundamentals,Microsoft,873
153,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,794
154,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,826
155,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,826
156,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,873
157,ACOE,EEE,2024,Microsoft Azure Ai Fundamentals,Microsoft,889
158,ACOE,EEE,2024,Microsoft Azure Ai Fundamentals,Microsoft,857
159,ACET,IT,2024,Microsoft Azure Ai Fundamentals,Microsoft,857
160,ACET,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,921
161,ACET,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,826
162,ACET,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,794
163,ACOE,IoT,2024,Microsoft Azure Ai Fundamentals,Microsoft,889
164,ACOE,IoT,2024,Microsoft Azure Ai Fundamentals,Microsoft,857
165,ACOE,IoT,2024,Microsoft Azure Ai Fundamentals,Microsoft,842
166,ACOE,AI&ML,2024,Microsoft Azure Ai Fundamentals,Microsoft,921
167,ACOE,AI&ML,2024,Microsoft Azure Ai Fundamentals,Microsoft,921
168,ACOE,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,921
169,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,810
170,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,810
171,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,889
172,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,921
173,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,889
174,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,952
175,ACOE,EEE,2024,Microsoft Azure Ai Fundamentals,Microsoft,747
176,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,936
177,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,889
178,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,778
179,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,794
180,AEC,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,778
181,AEC,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,873
182,AEC,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,873
183,AEC,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,810
184,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,905
185,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,778
186,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,905
187,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,873
188,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,873
189,AEC,MECH,2024,Microsoft Azure Ai Fundamentals,Microsoft,933
190,ACOE,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,734
191,AEC,CSE,2024,Microsoft Azure Ai Fundamentals,Microsoft,833
192,AEC,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,950
193,AEC,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,733
194,AEC,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,733
195,AEC,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,816
196,AEC,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,816
197,AEC,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,816
198,AEC,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,900
199,AEC,ECE,2024,Microsoft Azure Ai Fundamentals,Microsoft,866
200,AEC,EEE,2024,Unity Certified User: Programmer,Unity,82
201,AEC,CSE,2024,Unity Certified User: Programmer,Unity,86
202,AEC,EEE,2024,Unity Certified User: Programmer,Unity,82
203,AEC,EEE,2024,Unity Certified User: Programmer,Unity,84
204,ACET,IT,2024,Unity Certified User: Programmer,Unity,78
205,ACET,IT,2024,Unity Certified User: Programmer,Unity,82
206,AEC,ECE,2024,Azure Administrator Associate,Microsoft,770
207,ACOE,ECE,2024,Azure Administrator Associate,Microsoft,840
208,ACET,ECE,2024,Azure Administrator Associate,Microsoft,740
209,AEC,ECE,2024,Azure Administrator Associate,Microsoft,800
210,AEC,CSE,2024,Azure Administrator Associate,Microsoft,882
211,AEC,ECE,2024,Azure Administrator Associate,Microsoft,760
212,ACOE,IoT,2024,Azure Administrator Associate,Microsoft,750
213,AEC,ECE,2024,Azure Administrator Associate,Microsoft,880
214,ACOE,CSE,2024,Azure Administrator Associate,Microsoft,880
215,AEC,CSE,2024,Azure Administrator Associate,Microsoft,910
216,ACOE,ECE,2024,Azure Administrator Associate,Microsoft,900
217,ACOE,CSE,2024,Azure Administrator Associate,Microsoft,890
218,ACOE,CSE,2024,Azure Administrator Associate,Microsoft,750
219,ACET,EEE,2024,Azure Administrator Associate,Microsoft,770
220,ACET,ECE,2024,Azure Administrator Associate,Microsoft,840
221,AEC,ECE,2024,Azure Administrator Associate,Microsoft,880
222,AEC,ECE,2024,Azure Administrator Associate,Microsoft,910
223,AEC,ECE,2024,Azure Administrator Associate,Microsoft,800
224,ACET,ECE,2024,Azure Administrator Associate,Microsoft,760
225,ACOE,ECE,2024,Azure Administrator Associate,Microsoft,770
226,ACOE,EEE,2024,Azure Administrator Associate,Microsoft,750
227,ACOE,ECE,2024,Azure Administrator Associate,Microsoft,710
228,ACET,ECE,2024,Azure Administrator Associate,Microsoft,880
229,ACOE,CSE,2024,Azure Administrator Associate,Microsoft,770
230,ACOE,ECE,2024,Azure Administrator Associate,Microsoft,882
231,ACET,ECE,2024,Azure Administrator Associate,Microsoft,770
232,AEC,ECE,2024,Azure Administrator Associate,Microsoft,850
233,AEC,ECE,2024,Azure Administrator Associate,Microsoft,810
234,AEC,ECE,2024,Azure Administrator Associate,Microsoft,830
235,AEC,ECE,2024,Azure Administrator Associate,Microsoft,830
236,AEC,ECE,2024,Azure Administrator Associate,Microsoft,800
237,AEC,ECE,2024,Azure Administrator Associate,Microsoft,810
238,AEC,ECE,2024,Azure Administrator Associate,Microsoft,760
239,ACOE,IoT,2024,Azure Administrator Associate,Microsoft,800
240,AEC,ECE,2024,Azure Administrator Associate,Microsoft,790
241,AEC,ECE,2024,Azure Administrator Associate,Microsoft,770
242,ACOE,CSE,2024,Azure Administrator Associate,Microsoft,860
243,AEC,ECE,2024,Azure Administrator Associate,Microsoft,740
244,ACET,ECE,2024,Azure Administrator Associate,Microsoft,830
245,AEC,ECE,2024,Azure Administrator Associate,Microsoft,770
246,AEC,ECE,2024,Azure Administrator Associate,Microsoft,850
247,AEC,ECE,2024,Azure Administrator Associate,Microsoft,880
248,AEC,ECE,2024,Azure Administrator Associate,Microsoft,830
249,ACET,MECH,2024,Azure Administrator Associate,Microsoft,720
250,AEC,ECE,2024,Azure Administrator Associate,Microsoft,850
251,ACET,ECE,2024,Azure Administrator Associate,Microsoft,790
252,ACET,ECE,2024,Azure Administrator Associate,Microsoft,830
253,ACET,ECE,2024,Azure Administrator Associate,Microsoft,830
254,ACET,ECE,2024,Azure Administrator Associate,Microsoft,820
255,ACOE,CSE,2024,Azure Administrator Associate,Microsoft,910
256,ACOE,CSE,2024,Azure Administrator Associate,Microsoft,800
257,ACOE,ECE,2026,IT Specialist Python,Certiport,746
258,AEC,CE,2026,IT Specialist Python,Certiport,862
259,ACOE,ECE,2026,IT Specialist Python,Certiport,769
260,AEC,CME,2026,IT Specialist Python,Certiport,838
261,ACOE,ECE,2026,IT Specialist Python,Certiport,769
262,AEC,AGRI,2026,IT Specialist Python,Certiport,862
263,AEC,AGRI,2026,IT Specialist Python,Certiport,792
264,AEC,AGRI,2026,IT Specialist Python,Certiport,769
265,AEC,AGRI,2026,IT Specialist Python,Certiport,746
266,AEC,AGRI,2026,IT Specialist Python,Certiport,886
267,AEC,PET,2026,IT Specialist Python,Certiport,815
268,AEC,PET,2026,IT Specialist Python,Certiport,885
269,AEC,PET,2026,IT Specialist Python,Certiport,815
270,AEC,MINE,2026,IT Specialist Python,Certiport,908
271,AEC,MINE,2026,IT Specialist Python,Certiport,792
272,AEC,MINE,2026,IT Specialist Python,Certiport,885
273,AEC,MINE,2026,IT Specialist Python,Certiport,838
274,AEC,CE,2026,IT Specialist Python,Certiport,838
275,AEC,CE,2026,IT Specialist Python,Certiport,769
276,AEC,AGRI,2026,IT Specialist Python,Certiport,862
277,AEC,AGRI,2026,IT Specialist Python,Certiport,746
278,AEC,AGRI,2026,IT Specialist Python,Certiport,815
279,AEC,AGRI,2026,IT Specialist Python,Certiport,840
280,AEC,AGRI,2026,IT Specialist Python,Certiport,815
281,AEC,AGRI,2026,IT Specialist Python,Certiport,862
282,AEC,AGRI,2026,IT Specialist Python,Certiport,769
283,AEC,AGRI,2026,IT Specialist Python,Certiport,792
284,AEC,CE,2026,IT Specialist Python,Certiport,792
285,AEC,CE,2026,IT Specialist Python,Certiport,885
286,AEC,CE,2026,IT Specialist Python,Certiport,815
287,AEC,CE,2026,IT Specialist Python,Certiport,885
288,AEC,CE,2026,IT Specialist Python,Certiport,815
289,AEC,CE,2026,IT Specialist Python,Certiport,838
290,AEC,CE,2026,IT Specialist Python,Certiport,769
291,AEC,CE,2026,IT Specialist Python,Certiport,838
292,AEC,CE,2026,IT Specialist Python,Certiport,815
293,AEC,CE,2026,IT Specialist Python,Certiport,885
294,AEC,CE,2026,IT Specialist Python,Certiport,815
295,AEC,CE,2026,IT Specialist Python,Certiport,885
296,ACOE,CE,2026,IT Specialist Python,Certiport,769
297,ACOE,CE,2026,IT Specialist Python,Certiport,862
298,ACOE,CE,2026,IT Specialist Python,Certiport,792
299,ACOE,CE,2026,IT Specialist Python,Certiport,908
300,ACOE,CE,2026,IT Specialist Python,Certiport,769
301,ACOE,CE,2026,IT Specialist Python,Certiport,862
302,ACOE,CE,2026,IT Specialist Python,Certiport,723
303,ACOE,CE,2026,IT Specialist Python,Certiport,797
304,ACOE,CE,2026,IT Specialist Python,Certiport,862
305,ACET,CE,2026,IT Specialist Python,Certiport,885
306,ACET,CE,2026,IT Specialist Python,Certiport,815
307,ACET,CE,2026,IT Specialist Python,Certiport,885
308,ACET,CE,2026,IT Specialist Python,Certiport,769
309,ACET,CE,2026,IT Specialist Python,Certiport,908
310,ACET,CE,2026,IT Specialist Python,Certiport,792
311,ACET,CE,2026,IT Specialist Python,Certiport,838
312,ACET,CE,2026,IT Specialist Python,Certiport,792
313,ACET,CE,2026,IT Specialist Python,Certiport,862
314,ACET,CE,2026,IT Specialist Python,Certiport,700
315,ACET,CE,2026,IT Specialist Python,Certiport,885
316,ACET,EEE,2026,IT Specialist Python,Certiport,746
317,ACET,EEE,2026,IT Specialist Python,Certiport,863
318,ACET,EEE,2026,IT Specialist Python,Certiport,769
319,ACET,EEE,2026,IT Specialist Python,Certiport,815
320,ACET,MECH,2026,IT Specialist Python,Certiport,792
321,ACET,MECH,2026,IT Specialist Python,Certiport,862
322,ACET,MECH,2026,IT Specialist Python,Certiport,792
323,ACET,MECH,2026,IT Specialist Python,Certiport,838
324,ACET,MECH,2026,IT Specialist Python,Certiport,723
325,ACET,MECH,2026,IT Specialist Python,Certiport,862
326,ACET,MECH,2026,IT Specialist Python,Certiport,769
327,ACET,MECH,2026,IT Specialist Python,Certiport,838
328,ACET,MECH,2026,IT Specialist Python,Certiport,792
329,ACET,MECH,2026,IT Specialist Python,Certiport,885
330,ACET,MECH,2026,IT Specialist Python,Certiport,700
331,ACET,MECH,2026,IT Specialist Python,Certiport,862
332,ACET,MECH,2026,IT Specialist Python,Certiport,723
333,ACET,MECH,2026,IT Specialist Python,Certiport,815
334,ACET,MECH,2026,IT Specialist Python,Certiport,769
335,ACET,MECH,2026,IT Specialist Python,Certiport,815
336,ACET,MECH,2026,IT Specialist Python,Certiport,862
337,ACET,MECH,2026,IT Specialist Python,Certiport,815
338,ACET,MECH,2026,IT Specialist Python,Certiport,885
339,ACET,MECH,2026,IT Specialist Python,Certiport,792
340,ACET,MECH,2026,IT Specialist Python,Certiport,885
341,ACET,MECH,2026,IT Specialist Python,Certiport,815
342,ACET,MECH,2026,IT Specialist Python,Certiport,862
343,ACET,MECH,2026,IT Specialist Python,Certiport,815
344,ACET,MECH,2026,IT Specialist Python,Certiport,723
345,ACET,MECH,2026,IT Specialist Python,Certiport,792
346,ACET,MECH,2026,IT Specialist Python,Certiport,908
347,ACET,MECH,2026,IT Specialist Python,Certiport,700
348,ACET,MECH,2026,IT Specialist Python,Certiport,862
349,ACET,MECH,2026,IT Specialist Python,Certiport,838
350,ACET,MECH,2026,IT Specialist Python,Certiport,815
351,ACET,MECH,2026,IT Specialist Python,Certiport,885
352,ACET,MECH,2026,IT Specialist Python,Certiport,792
353,ACET,MECH,2026,IT Specialist Python,Certiport,885
354,ACET,MECH,2026,IT Specialist Python,Certiport,792
355,ACET,MECH,2026,IT Specialist Python,Certiport,885
356,ACET,MECH,2026,IT Specialist Python,Certiport,792
357,ACET,MECH,2026,IT Specialist Python,Certiport,908
358,ACET,MECH,2026,IT Specialist Python,Certiport,838
359,ACET,MECH,2026,IT Specialist Python,Certiport,885
360,ACET,MECH,2026,IT Specialist Python,Certiport,815
361,ACET,MECH,2026,IT Specialist Python,Certiport,838
362,ACET,MECH,2026,IT Specialist Python,Certiport,723
363,ACET,MECH,2026,IT Specialist Python,Certiport,700
364,ACET,MECH,2026,IT Specialist Python,Certiport,815
365,ACET,MECH,2026,IT Specialist Python,Certiport,723
366,ACET,MECH,2026,IT Specialist Python,Certiport,746
367,ACET,MECH,2026,IT Specialist Python,Certiport,746
368,ACET,EEE,2026,IT Specialist Python,Certiport,885
369,ACET,EEE,2026,IT Specialist Python,Certiport,792
370,ACET,EEE,2026,IT Specialist Python,Certiport,862
371,ACET,EEE,2026,IT Specialist Python,Certiport,792
372,ACET,EEE,2026,IT Specialist Python,Certiport,885
373,ACET,EEE,2026,IT Specialist Python,Certiport,746
374,ACET,EEE,2026,IT Specialist Python,Certiport,815
375,ACET,EEE,2026,IT Specialist Python,Certiport,746
376,ACET,EEE,2026,IT Specialist Python,Certiport,838
377,ACET,EEE,2026,IT Specialist Python,Certiport,792
378,ACET,EEE,2026,IT Specialist Python,Certiport,885
379,ACET,MECH,2026,IT Specialist Python,Certiport,769
380,ACOE,MECH,2026,IT Specialist Python,Certiport,746
381,ACOE,MECH,2026,IT Specialist Python,Certiport,792
382,ACOE,MECH,2026,IT Specialist Python,Certiport,815
383,ACOE,MECH,2026,IT Specialist Python,Certiport,862
384,ACOE,MECH,2026,IT Specialist Python,Certiport,719
385,ACOE,MECH,2026,IT Specialist Python,Certiport,815
386,ACOE,MECH,2026,IT Specialist Python,Certiport,792
387,ACOE,MECH,2026,IT Specialist Python,Certiport,769
388,ACOE,MECH,2026,IT Specialist Python,Certiport,746
389,ACOE,MECH,2026,IT Specialist Python,Certiport,746
390,ACOE,MECH,2026,IT Specialist Python,Certiport,862
391,ACOE,MECH,2026,IT Specialist Python,Certiport,769
392,ACOE,MECH,2026,IT Specialist Python,Certiport,862
393,ACOE,MECH,2026,IT Specialist Python,Certiport,815
394,ACOE,MECH,2026,IT Specialist Python,Certiport,885
395,ACOE,MECH,2026,IT Specialist Python,Certiport,838
396,ACOE,MECH,2026,IT Specialist Python,Certiport,815
397,ACOE,MECH,2026,IT Specialist Python,Certiport,792
398,ACOE,EEE,2026,IT Specialist Python,Certiport,700
399,ACOE,EEE,2026,IT Specialist Python,Certiport,885
400,ACOE,EEE,2026,IT Specialist Python,Certiport,700
401,ACOE,EEE,2026,IT Specialist Python,Certiport,862
402,ACOE,EEE,2026,IT Specialist Python,Certiport,792
403,ACOE,EEE,2026,IT Specialist Python,Certiport,862
404,ACOE,EEE,2026,IT Specialist Python,Certiport,746
405,ACOE,EEE,2026,IT Specialist Python,Certiport,908
406,ACOE,EEE,2026,IT Specialist Python,Certiport,862
407,ACOE,EEE,2026,IT Specialist Python,Certiport,832
408,ACOE,EEE,2026,IT Specialist Python,Certiport,769
409,ACOE,EEE,2026,IT Specialist Python,Certiport,908
410,ACOE,EEE,2026,IT Specialist Python,Certiport,746
411,ACOE,EEE,2026,IT Specialist Python,Certiport,865
412,ACOE,EEE,2026,IT Specialist Python,Certiport,815
413,ACOE,EEE,2026,IT Specialist Python,Certiport,815
414,ACOE,EEE,2026,IT Specialist Python,Certiport,838
415,ACOE,EEE,2026,IT Specialist Python,Certiport,862
416,ACOE,EEE,2026,IT Specialist Python,Certiport,815
417,ACOE,EEE,2026,IT Specialist Python,Certiport,931
