S.No.,College,Department,Pass out year,Certification,Certification from,Score
6072,AEC,EEE,2021,MTA Python,Microsoft,77
6073,AEC,EEE,2021,MTA Python,Microsoft,91
6074,AEC,EEE,2021,MTA Python,Microsoft,78
6075,AEC,EEE,2021,MTA Python,Microsoft,88
6076,AEC,EEE,2021,MTA Python,Microsoft,84
6077,AEC,EEE,2021,MTA Python,Microsoft,87
6078,AEC,EEE,2021,MTA Python,Microsoft,80
6079,AEC,EEE,2021,MTA Python,Microsoft,88
6080,AEC,EEE,2021,MTA Python,Microsoft,81
6081,AEC,EEE,2021,MTA Python,Microsoft,79
6082,AEC,EEE,2021,MTA Python,Microsoft,85
6083,AEC,EEE,2021,MTA Python,Microsoft,94
6084,AEC,EEE,2021,MTA Python,Microsoft,89
6085,AEC,EEE,2021,MTA Python,Microsoft,88
6086,AEC,EEE,2021,MTA Python,Microsoft,85
6087,AEC,EEE,2021,MTA Python,Microsoft,87
6088,AEC,EEE,2021,MTA Python,Microsoft,90
6089,AEC,EEE,2021,MTA Python,Microsoft,78
6090,AEC,EEE,2021,MTA Python,Microsoft,86
6091,AEC,EEE,2021,MTA Python,Microsoft,83
6092,AEC,EEE,2021,MTA Python,Microsoft,90
6093,AEC,EEE,2021,MTA Python,Microsoft,86
6094,AEC,EEE,2021,MTA Python,Microsoft,84
6095,AEC,EEE,2021,MTA Python,Microsoft,83
6096,AEC,EEE,2021,MTA Python,Microsoft,86
6097,AEC,EEE,2021,MTA Python,Microsoft,85
6098,AEC,EEE,2021,MTA Python,Microsoft,90
6099,AEC,EEE,2021,MTA Python,Microsoft,83
6100,AEC,EEE,2021,MTA Python,Microsoft,90
6101,AEC,EEE,2021,MTA Python,Microsoft,82
6102,AEC,EEE,2021,MTA Python,Microsoft,90
6103,AEC,EEE,2021,MTA Python,Microsoft,85
6104,AEC,EEE,2021,MTA Python,Microsoft,89
6105,AEC,EEE,2021,MTA Python,Microsoft,84
6106,AEC,EEE,2021,MTA Python,Microsoft,86
6107,AEC,EEE,2021,MTA Python,Microsoft,85
6108,AEC,EEE,2021,MTA Python,Microsoft,88
6109,ACET,mech,2020,AutoCAD Certified User,Autodesk,775
6110,ACET,mech,2020,AutoCAD Certified User,Autodesk,950
6111,ACET,mech,2020,AutoCAD Certified User,Autodesk,825
6112,ACET,civil,2020,AutoCAD Certified User,Autodesk,900
6113,APC,Civil,2020,AutoCAD Certified User,Autodesk,850
6114,APC,Civil,2020,AutoCAD Certified User,Autodesk,825
6115,APC,Civil,2020,AutoCAD Certified User,Autodesk,900
6116,APC,Civil,2020,AutoCAD Certified User,Autodesk,775
6117,APC,Civil,2020,AutoCAD Certified User,Autodesk,825
6118,APC,Civil,2020,AutoCAD Certified User,Autodesk,900
6119,APC,Civil,2020,AutoCAD Certified User,Autodesk,1000
6120,APC,Civil,2020,AutoCAD Certified User,Autodesk,950
6121,APC,Civil,2020,AutoCAD Certified User,Autodesk,1000
6122,ACET,CSE,2019,MTA HTML,Microsoft,89
6123,ACOE,CSE,2022,MTA HTML,Microsoft,82
6124,ACET,ECE,2021,MTA HTML,Microsoft,82
6125,ACET,IT,2022,MTA HTML,Microsoft,91
6126,ACET,IT,2022,MTA HTML,Microsoft,85
6127,ACET,CSE,2022,MTA HTML,Microsoft,89
6128,ACET,ECE,2022,MTA HTML,Microsoft,79
6129,ACET,ECE,2019,MTA HTML,Microsoft,83
6130,ACET,ECE,2022,MTA HTML,Microsoft,82
6131,ACOE,ECE,2021,MTA HTML,Microsoft,86
6132,ACOE,CSE,2022,MTA HTML,Microsoft,88
6133,ACOE,CSE,2022,MTA HTML,Microsoft,91
6134,AEC,EEE,2022,MTA Python,Microsoft,81
6135,AEC,EEE,2022,MTA Python,Microsoft,87
6136,AEC,EEE,2022,MTA Python,Microsoft,79
6137,ACET,ECE,2019,MTA Python,Microsoft,73
6138,ACET,ECE,2022,MTA Python,Microsoft,87
6139,ACET,ECE,2022,MTA Python,Microsoft,80
6140,ACET,ECE,2022,MTA Python,Microsoft,86
6141,ACET,MECH,2022,MTA Python,Microsoft,84
6142,AEC,ECE,2022,MTA Python,Microsoft,91
6143,ACET,ECE,2022,MTA Python,Microsoft,75
6144,AEC,CIVIL,2021,MTA Python,Microsoft,75
6145,ACET,ECE,2022,MTA Python,Microsoft,80
6146,ACET,ECE,2022,MTA Python,Microsoft,84
6147,AEC,EEE,2021,MTA Python,Microsoft,84
6148,ACET,ECE,2022,MTA Python,Microsoft,85
6149,ACET,ECE,2022,MTA Python,Microsoft,83
6150,ACET,ECE,2022,MTA Python,Microsoft,88
6151,ACET,ECE,2022,MTA Python,Microsoft,82
6152,AEC,ECE,2022,MTA Python,Microsoft,83
6153,ACET,ECE,2022,MTA Python,Microsoft,50
6154,ACET,ECE,2022,MTA Python,Microsoft,75
6155,ACET,ECE,2021,MTA Python,Microsoft,90
6156,AEC,ECE,2022,MTA Python,Microsoft,81
6157,ACET,ECE,2022,MTA Python,Microsoft,81
6158,ACET,ECE,2022,MTA Python,Microsoft,89
6159,AEC,EEE,2022,MTA Python,Microsoft,78
6160,AEC,PET,2022,MTA Python,Microsoft,89
6161,APC,MECH,2021,MTA Python,Microsoft,85
6162,APC,MECH,2021,MTA Python,Microsoft,92
6163,AEC,ECE,2022,MTA Python,Microsoft,71
6164,AEC,ECE,2022,MTA Python,Microsoft,86
6165,AEC,ECE,2022,MTA Python,Microsoft,78
6166,AEC,ECE,2022,MTA Python,Microsoft,87
6167,AEC,EEE,2022,MTA Python,Microsoft,74
6168,AEC,ECE,2022,MTA Python,Microsoft,77
6169,ACET,ECE,2021,MTA Python,Microsoft,83
6170,AFC,FS,2021,MTA Python,Microsoft,89
6171,ACET,ECE,2022,MTA Python,Microsoft,88
6172,AEC,ECE,2022,MTA Python,Microsoft,83
6173,AEC,ECE,2022,MTA Python,Microsoft,83
6174,APC,Civil,2020,AutoCAD Certified User,Autodesk,900
6175,APC,Civil,2020,AutoCAD Certified User,Autodesk,925
6176,APC,Civil,2020,AutoCAD Certified User,Autodesk,975
6177,APC,Civil,2020,AutoCAD Certified User,Autodesk,950
6178,APC,Civil,2020,AutoCAD Certified User,Autodesk,975
6179,APC,Civil,2020,AutoCAD Certified User,Autodesk,925
6180,APC,Civil,2020,AutoCAD Certified User,Autodesk,950
6181,AEC,EEE,2020,AutoCAD Certified User,Autodesk,775
6182,APC,MECH,2020,AutoCAD Certified User,Autodesk,900
6183,AEC,ECE,2022,Arduino Fundamentals,Arduino,-
6184,AEC,ECE,2022,Arduino Fundamentals,Arduino,-
6185,AEC,ECE,2022,Arduino Fundamentals,Arduino,-
6186,AEC,ECE,2022,Arduino Fundamentals,Arduino,-
6187,ACET,ECE,2022,Arduino Fundamentals,Arduino,-
6188,AEC,ECE,2021,Arduino Fundamentals,Arduino,-
6189,AEC,ECE,2021,Arduino Fundamentals,Arduino,-
6190,AEC,ECE,2021,Arduino Fundamentals,Arduino,-
6191,ACET,ECE,2022,Arduino Fundamentals,Arduino,-
6192,ACET,IT,2021,MTA Java,Microsoft,82
6193,ACET,IT,2021,MTA Java,Microsoft,85
6194,ACET,EEE,2022,MTA Python,Microsoft,82
6195,ACET,ECE,2021,MTA Python,Microsoft,75
6196,ACET,EEE,2021,MTA Python,Microsoft,83
6197,ACOE,ECE,2021,MTA Python,Microsoft,87
6198,ACOE,CSE,2019,MTA Python,Microsoft,77
6199,ACET,ECE,2019,MTA Python,Microsoft,78
6200,ACET,ECE,2022,MTA Python,Microsoft,83
6201,ACET,ECE,2019,MTA Python,Microsoft,84
6202,ACET,ECE,2022,MTA Python,Microsoft,90
6203,ACET,ECE,2022,MTA Python,Microsoft,80
6204,ACET,ECE,2022,MTA Python,Microsoft,94
6205,ACET,ECE,2022,MTA Python,Microsoft,77
6206,ACET,ECE,2022,MTA Python,Microsoft,85
6207,ACET,EEE,2022,MTA Python,Microsoft,77
6208,ACET,ECE,2021,MTA Python,Microsoft,91
6209,ACET,ECE,2021,MTA Python,Microsoft,91
6210,ACET,ECE,2021,MTA Python,Microsoft,80
6211,ACET,EEE,2021,MTA Python,Microsoft,83
6212,ACET,EEE,2021,MTA Python,Microsoft,75
6213,ACET,EEE,2021,MTA Python,Microsoft,74
6214,ACET,EEE,2021,MTA Python,Microsoft,82
6215,ACET,EEE,2021,MTA Python,Microsoft,76
6216,ACOE,CSE,2021,MTA Python,Microsoft,89
6217,ACOE,ECE,2021,MTA Python,Microsoft,77
6218,ACOE,ECE,2021,MTA Python,Microsoft,80
6219,ACOE,ECE,2019,MTA Python,Microsoft,90
6220,ACOE,ECE,2021,MTA Python,Microsoft,73
6221,ACOE,PET,2022,MTA Python,Microsoft,92
6222,ACOE,ECE,2022,MTA Python,Microsoft,81
6223,ACOE,ECE,2022,MTA Python,Microsoft,81
6224,ACOE,ECE,2022,MTA Python,Microsoft,83
6225,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6226,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,92
6227,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6228,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6229,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6230,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6231,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6232,AEC,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6233,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6234,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6235,AEC,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6236,AEC,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6237,AEC,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6238,AEC,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6239,AEC,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6240,AEC,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6241,AEC,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6242,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,72
6243,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,77
6244,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6245,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6246,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6247,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6248,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6249,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6250,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,92
6251,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,95
6252,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6253,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6254,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6255,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,77
6256,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,77
6257,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6258,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,70
6259,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,92
6260,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,83
6261,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6262,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,92
6263,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6264,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,75
6265,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,77
6266,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6267,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6268,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,77
6269,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6270,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,70
6271,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6272,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6273,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6274,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6275,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6276,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6277,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,92
6278,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,72
6279,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6280,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,72
6281,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6282,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6283,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6284,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6285,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,75
6286,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,77
6287,ACOE,cse,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6288,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,95
6289,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,97
6290,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,72
6291,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,77
6292,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6293,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6294,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6295,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6296,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,70
6297,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6298,AEC,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6299,AEC,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,92
6300,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,92
6301,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,95
6302,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,92
6303,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,95
6304,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,92
6305,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6306,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6307,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,92
6308,AEC,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,97
6309,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6310,ACET,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,95
6311,ACET,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,95
6312,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6313,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,97
6314,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6315,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,95
6316,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6317,ACET,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,95
6318,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,92
6319,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6320,ACET,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6321,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6322,ACET,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6323,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,77
6324,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6325,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6326,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6327,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,72
6328,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6329,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6330,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6331,ACET,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6332,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,75
6333,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,75
6334,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6335,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,92
6336,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6337,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6338,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6339,ACOE,CSE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,75
6340,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6341,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,80
6342,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6343,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6344,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,90
6345,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6346,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,91
6347,ACOE,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6348,ACOE,ECE,2021,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,82
6349,AEC,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,77
6350,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,77
6351,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6352,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,87
6353,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,75
6354,ACOE,ECE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,85
6355,AEC,CSE,2022,Automation Anywhere University Certified Essentials RPA Professional,Automation Anywhere,81
6356,ACOE,ECE,2021,MTA Python,Microsoft,81
6357,APC,MECH,2020,AutoCAD Certified User,Autodesk,875
6358,APC,MECH,2020,AutoCAD Certified User,Autodesk,975
6359,APC,MECH,2020,AutoCAD Certified User,Autodesk,900
6360,APC,MECH,2020,AutoCAD Certified User,Autodesk,875
6361,APC,MECH,2020,AutoCAD Certified User,Autodesk,925
6362,APC,MECH,2020,AutoCAD Certified User,Autodesk,1000
6363,APC,MECH,2020,AutoCAD Certified User,Autodesk,975
6364,APC,MECH,2020,AutoCAD Certified User,Autodesk,925
6365,APC,MECH,2020,AutoCAD Certified User,Autodesk,1000
6366,APC,MECH,2020,AutoCAD Certified User,Autodesk,950
6367,APC,MECH,2020,AutoCAD Certified User,Autodesk,975
6368,APC,MECH,2020,AutoCAD Certified User,Autodesk,950
6369,AEC,ECE,2022,MTA Python,Microsoft,85
6370,AEC,ECE,2022,MTA Python,Microsoft,89
6371,ACET,ECE,2020,MTA HTML,Microsoft,82
6372,AEC,IT,2021,MTA HTML,Microsoft,85
6373,ACOE,CSE,2021,MTA HTML,Microsoft,77
6374,ACOE,CSE,2021,MTA HTML,Microsoft,89
6375,ACOE,CSE,2021,MTA HTML,Microsoft,86
6376,ACOE,CSE,2021,MTA HTML,Microsoft,83
6377,ACOE,CSE,2021,MTA HTML,Microsoft,80
6378,ACOE,CSE,2021,MTA HTML,Microsoft,83
6379,ACOE,CSE,2021,MTA HTML,Microsoft,89
6380,ACET,ECE,2021,MTA HTML,Microsoft,88
6381,ACET,ECE,2021,MTA HTML,Microsoft,82
6382,ACET,IT,2021,MTA HTML,Microsoft,88
6383,ACET,IT,2021,MTA HTML,Microsoft,89
6384,AEC,ECE,2022,MTA HTML,Microsoft,88
6385,AEC,CSE,2022,MTA HTML,Microsoft,71
6386,AEC,CSE,2022,MTA HTML,Microsoft,83
6387,AEC,IT,2022,MTA HTML,Microsoft,86
6388,APC,MECH,2020,AutoCAD Certified User,Autodesk,1000
6389,APC,MECH,2020,AutoCAD Certified User,Autodesk,975
6390,APC,MECH,2020,AutoCAD Certified User,Autodesk,950
6391,APC,MECH,2020,AutoCAD Certified User,Autodesk,950
6392,APC,MECH,2020,AutoCAD Certified User,Autodesk,950
6393,APC,MECH,2020,AutoCAD Certified User,Autodesk,800
6394,APC,MECH,2020,AutoCAD Certified User,Autodesk,925
6395,APC,MECH,2020,AutoCAD Certified User,Autodesk,975
6396,APC,MECH,2020,AutoCAD Certified User,Autodesk,1000
6397,APC,MECH,2020,AutoCAD Certified User,Autodesk,950
6398,APC,MECH,2020,AutoCAD Certified User,Autodesk,950
6399,APC,MECH,2020,AutoCAD Certified User,Autodesk,900
6400,APC,Mech,2020,AutoCAD Certified User,Autodesk,950
6401,AEC,PET,2022,AutoCAD Certified User,Autodesk,950
6402,ACET,IT,2022,MTA Javascript,Microsoft,85
6403,ACET,CSE,2021,MTA Javascript,Microsoft,78
6404,ACET,CSE,2022,MTA Javascript,Microsoft,80
6405,AEC,ECE,2022,MTA Javascript,Microsoft,73
6406,AEC,IT,2022,MTA Javascript,Microsoft,85
6407,AEC,IT,2022,MTA Javascript,Microsoft,73
6408,AEC,ECE,2021,MTA Javascript,Microsoft,80
6409,AEC,CSE,2022,MTA Javascript,Microsoft,77
6410,AEC,IT,2022,MTA Javascript,Microsoft,83
6411,AEC,IT,2022,MTA Javascript,Microsoft,81
6412,AEC,IT,2022,MTA Javascript,Microsoft,81
6413,AEC,IT,2022,MTA Javascript,Microsoft,79
6414,AEC,CSE,2022,MTA Javascript,Microsoft,76
6415,AEC,IT,2022,MTA Javascript,Microsoft,71
6416,AEC,IT,2022,MTA Javascript,Microsoft,72
6417,AEC,IT,2022,MTA Javascript,Microsoft,81
6418,AEC,CSE,2022,MTA Javascript,Microsoft,78
6419,AEC,CSE,2022,MTA Javascript,Microsoft,91
6420,AEC,CSE,2022,MTA Javascript,Microsoft,81
6421,AEC,IT,2022,MTA Javascript,Microsoft,74
6422,AEC,CSE,2022,MTA Javascript,Microsoft,89
6423,AEC,CSE,2021,MTA Javascript,Microsoft,81
6424,AEC,CSE,2022,MTA Javascript,Microsoft,85
6425,AEC,CSE,2022,MTA Javascript,Microsoft,84
6426,AEC,ECE,2021,MTA Javascript,Microsoft,82
6427,ACOE,ECE,2020,MTA Javascript,Microsoft,77
6428,ACOE,ECE,2021,MTA Javascript,Microsoft,79
6429,ACOE,ECE,2021,MTA Javascript,Microsoft,77
6430,ACOE,ECE,2021,MTA Javascript,Microsoft,75
6431,ACET,IT,2022,MTA Javascript,Microsoft,81
6432,ACET,CSE,2021,MTA Javascript,Microsoft,77
6433,ACET,CSE,2022,MTA Javascript,Microsoft,78
6434,ACET,IT,2021,MTA Javascript,Microsoft,77
6435,ACET,CSE,2022,MTA Javascript,Microsoft,79
6436,ACET,CSE,2021,MTA Javascript,Microsoft,79
6437,AEC,ECE,2021,MTA Java,Microsoft,81
6438,ACET,ECE,2022,MTA Java,Microsoft,81
6439,AEC,AGRI,2022,MTA Java,Microsoft,85
6440,AEC,ECE,2022,MTA Java,Microsoft,81
6441,ACE,ECE,2022,MTA Java,Microsoft,87
6442,AEC,ECE,2021,MTA Java,Microsoft,87
6443,AEC,ECE,2021,MTA Java,Microsoft,85
6444,AEC,ECE,2021,MTA Java,Microsoft,81
6445,AEC,ECE,2021,MTA Java,Microsoft,87
6446,AEC,ECE,2021,MTA Java,Microsoft,82
6447,AFC,FS,2021,MTA Java,Microsoft,79
6448,AEC,ECE,2022,MTA Java,Microsoft,83
6449,ACET,ECE,2022,MTA Java,Microsoft,85
6450,ACE,ECE,2022,MTA Java,Microsoft,83
6451,ACE,ECE,2022,MTA Java,Microsoft,77
6452,ACE,ECE,2022,MTA Java,Microsoft,84
6453,ACET,ECE,2022,MTA Java,Microsoft,79
6454,AEC,ECE,2022,MTA Python,Microsoft,85
6455,AEC,ECE,2022,MTA Python,Microsoft,89
6456,AEC,ECE,2022,MTA Python,Microsoft,90
6457,AEC,ECE,2022,MTA Python,Microsoft,91
6458,AEC,ECE,2022,MTA Python,Microsoft,93
6459,AEC,ECE,2019,MTA Python,Microsoft,85
6460,AEC,ECE,2022,MTA Python,Microsoft,90
